0x101dd348	.rdata	docs §58: wheel body (%s) w=%zu springF=%.0fN stopF=%.0fN travel=%.4f (limits %.4f..%.4f rel spawn) kSusp=%.0f sagPredicted=%.4f | frameTrav=%.4f..%.4f frameStopN=%.0f
0x101dd3f8	.rdata	docs §66: tyre band (%s) w=%zu fnGround=%.0fN fnTotal=%.0fN pen=%.5f penRaw=%.5f tau=%.5f pen/tau=%.2f | recs tyre=%u rim=%u survived=%u stale=%u distMax=%.2fR
0x101dd4a0	.rdata	docs §68: steer (%s) w=%zu steerable=%d commanded=%.3f rad measured=%.3f rad err=%.2f deg steerSign=%+.0f steerTq=%.0fNm cap=%.0fNm sat=%.2f
0x101dd530	.rdata	docs §70: slip (%s) w=%zu grounded=%d kappa=%.3f fnGround=%.0fN omega=%.2f
0x101dd580	.rdata	docs §67: spin (%s) w=%zu driven=%d omega=%.2f rad/s surfaceSpeed=%.2f m/s spinSign=%+.0f motorTq=%.0fNm cmdTq=%.0fNm
0x101dd5f8	.rdata	docs §67: drivetrain (%s) gear=%d rpm=%.0f driveTorque=%.0fNm perWheel=%.0fNm driven=%u throttle=%.2f spin=%d | PRE-STEP brake=%.2f handBrake=%d
0x101dd690	.rdata	docs §66: tyre band SUM (%s) fnGroundSum=%.0fN fnTotalSum=%.0fN weight=%.0fN carried=%.2f | penSum=%.5f recs tyre=%u rim=%u stale=%u
0x101dd718	.rdata	docs §78: attdense (%s) f=%llu joltTilt=%.2f odeTilt=%.2f upDelta=%.2f wBody=(%.2f,%.2f,%.2f) |w|=%.2f grounded=%u
0x101dd790	.rdata	docs §87: resync landing (player) w=%zu pre=%.4f post=%.4f m R=%.3f dY=%.4f dRotDeg=%.2f |corr|=%.4f m
0x101dd7f8	.rdata	docs §23.6: driver input (%s) realThrottle=%.2f brake=%.2f handBrake=%d steerRad=%.3f
0x101dd850	.rdata	docs §32: Jolt SHADOW chassis pitch (%s) forward=(%.3f, %.3f, %.3f)
0x101dd898	.rdata	docs §69: tilt (%s) jolt=%.1f deg ode=%.1f deg delta=%+.1f deg upDelta=%.2f deg
0x101dd918	.rdata	docs §32.4: Jolt SHADOW chassis lowest corner (%s) = (%.2f,%.2f,%.2f) clearanceToGround=%.3f%s
0x101dd978	.rdata	docs §23.5: wheel state (%s) wheel=%zu contact=%d suspLen=%.3f (range %.3f-%.3f, %.0f%% compressed) angVel=%.2f
0x101dd9f8	.rdata	docs §38.11: wheel=%zu ON surface=%s contactNormal=(%.3f,%.3f,%.3f) worldAxle=(%.3f,%.3f,%.3f)
0x101dda58	.rdata	docs §38.11: wheel=%zu NO contact, worldAxle=(%.3f,%.3f,%.3f)
0x101dda98	.rdata	docs §30: REAL ODE chassis COM (%s) body=%p = (%.3f, %.3f, %.3f) forward=(%.3f, %.3f, %.3f)
0x101ddaf8	.rdata	docs §33: real ODE chassis geom (%s) #%d = transform, inner class=%d pos=(%.3f,%.3f,%.3f)
0x101ddb58	.rdata	docs §33: real ODE chassis geom (%s) #%d = transform, inner class=%d
0x101ddba0	.rdata	docs §33: real ODE chassis geom (%s) #%d = class %d (not a transform) pos=(%.3f,%.3f,%.3f) radius=%.3f
0x101ddc08	.rdata	docs §33: real ODE chassis (%s) has %d total geom(s) directly attached (%d transform(s)) - compare against BuildChassisCompoundShape's own part/geom count in the build log
0x101ddcb8	.rdata	docs §28: REAL ODE wheel state (%s) wheel=%u displacement=%.4f range=%.3f (%.0f%% compressed, signed) foreAft=%.3f localZ=%.3f cfm=%.6f erp=%.4f
0x101ddd50	.rdata	Shadow apply (%s): non-finite Jolt state, skipping this frame (leaving ODE in control)
0x101ddda8	.rdata	Shadow apply (%s): Jolt speed %.1f m/s exceeds %.1f m/s cap, skipping this frame (leaving ODE in control)
0x101dde18	.rdata	Shadow apply (%s): chassis had %d ODE joint(s) attached (baseline %d structural) before this frame's DisablePhysics (docs §22.3 ramming risk observed live)
0x101ddeb8	.rdata	Shadow apply (%s): wheel %zu had %d ODE joint(s) attached (baseline %d structural) before this frame's DisablePhysics (docs §22.3/§7 wheel-ground contact-joint check)
0x101ddf68	.rdata	[jolt_profile] ode_step_avg_ms=%.2f jolt_total_avg_ms=%.2f | physics_update_avg_ms=%.2f wheelmodel_avg_ms=%.2f mirror_avg_ms=%.2f applyvehicle_avg_ms=%.2f applyvehicle_calls_per_frame=%.2f | contact_pairs_per_frame=%.1f contact_points_per_frame=%.1f active_bodies_per_frame=%.1f substeps_per_frame=%.2f | frames=%llu
0x101de0a8	.rdata	Shadow (%s): a wheel present at build time is now gone/replaced, rebuilding
0x101de0f8	.rdata	docs §82: resync (%s) #%u dt=%.2fs upMax=%.3f deg posMax=%.3f m odeTiltPath=%.3f deg gain=%.4f
0x101de158	.rdata	docs §82: resync RESIDUAL (%s) #%u pos=%.4f m up=%.4f deg
0x101de198	.rdata	Stage 3: selected %u AI vehicle(s) for Jolt shadow (requested %u)
0x101de2e0	.rdata	Autotune: %s after %u trial(s). Best score=%.4f - susp_frequency=%.2f susp_damping=%.2f friction_long=%.2f friction_lat=%.2f
0x101de360	.rdata	Autotune: to keep these, set in kraken.ini [jolt_harness]: susp_frequency=%.2f susp_damping=%.2f friction_long=%.2f friction_lat=%.2f
0x101de490	.rdata	bootstrap %d/5 (%s)
0x101de4c0	.rdata	shrink %d/4
0x101de4d0	.rdata	Autotune trial %u/%u starting (%s): susp_mult=%.2fx/damp=%.2f friction=%.2f/%.2f
0x101de524	.rdata	Autotune trial %u result: score=%.4f (best so far=%.4f)
0x101de708	.rdata	Autotune: starting Nelder-Mead simplex search, up to %u trial(s), baseline susp_mult=%.2fx/damp=%.2f friction=%.2f/%.2f, score = pos_rmse + %.2f*vel_rmse + %.2f*angle_rmse_deg (approximate weights, see docs section 8.4/8.5)
0x101de7e8	.rdata	Autotune: player vehicle changed mid-run (likely testharness autoload swapping in the real save) - discarding the %u trial(s) run so far and restarting the search against the new vehicle's spawn point
0x101de8b8	.rdata	Autotune: player vehicle changed mid-run - scenario.csv is user-provided so it's left untouched, but restarting the search bookkeeping against the new vehicle (discarding %u trial(s) run so far)
0x101de990	.rdata	docs §23.11: ram pushback applied - jolt-driven=%p mirrored=%p closingSpeed=%.2f impulse=%.1f
0x101de9f0	.rdata	docs §23.4: live ram-damage call involves the PLAYER vehicle (v1=%p v2=%p player=%p) dSpeed=%.2f
0x101deac0	.rdata	docs §39 SelfTest[1] flat: F=(%.1f,%.1f,%.1f) -> %s
0x101deaf8	.rdata	docs §39 SelfTest[3] wall-climb: F=(%.1f,%.1f,%.1f) fpar=%.2f -> %s
0x101deb40	.rdata	docs §39 SelfTest[4] classify: ground=%d obstacle=%d -> %s
0x101deb7c	.rdata	docs §39 wheelmodel_core SelfTest overall: %s
0x101dec18	.rdata	Feature enabled - Jolt WILL DRIVE the player's vehicle this run (player_only=%u, max_speed=%.0fm/s gate)
0x101ded0c	.rdata	Stage 3: up to %u AI vehicle(s) will also be shadowed%s
0x101ded48	.rdata	Autotune (docs section 8.5/16/20.3) enabled - will run a Nelder-Mead simplex search over suspension/friction using testharness's scripted-replay protocol once a save is loaded (up to %u trials)
0x101dee10	.rdata	Suspension/friction tuning: susp_frequency=%.2fHz susp_damping=%.2f friction_long=%.2f friction_lat=%.2f (from kraken.ini, autotune disabled)
0x101df330	.rdata	%Y-%m-%d %H:%M:%S
0x101df354	.rdata	%s%-8s %s %s - %s%s
0x101df488	.rdata	Child already exists: %s
0x101df4e8	.rdata	ChildNodeFromXmlNode: node w/ same name already exists as a child: '%s', address = %p
0x101df548	.rdata	ChildNodeFromXmlNode: Cannot load node: name = %s
0x101df57c	.rdata	ChildNodeFromXmlFile: invalid 'extern' format: %s
0x101df5b0	.rdata	ChildNodeFromXmlFile: %s
0x101df5d4	.rdata	ChildNodeFromXmlFile: Prefabs node should be root node in %s
0x101df614	.rdata	ChildNodeFromXmlFile: cannot find %s in %s
0x101df640	.rdata	Object%d
0x101df828	.rdata	Mismatching define %s.
0x101df8b0	.rdata	Client reported version %d.%d.%d, library version is %d.%d.%d.
0x101dfd8c	.rdata	Worker %d
0x101e1c74	.rdata	intptr_t(kv) % alignof(KeyValue) == 0
0x101e3954	.rdata	Material %u is beyond material list (size: %u)
0x101e44ac	.rdata	Triangle %d is degenerate!
0x101e44c8	.rdata	Vertex index %u is beyond vertex list (size: %u)
0x101e44fc	.rdata	Supporting max %d materials per mesh
0x101e4524	.rdata	Triangle material %u is beyond material list (size: %u)
0x101e6ed0	.rdata	Forward: %.1f, Right: %.1f
0x101e6eeb	.rdata	Brake: %.1f, HandBrake: %.1f
0x101e6f08	.rdata	Gear: %d, Clutch: %.1f
0x101e6f1f	.rdata	EngineRPM: %.0f, V: %.1f km/h
0x101e6f40	.rdata	W: %.1f, S: %.2f
0x101e6f51	.rdata	SlipLateral: %.1f, SlipLong: %.2f
0x101e6f73	.rdata	FrLateral: %.1f, FrLong: %.1f
0x101e8890	.rdata	Hull building failed, point %d had an error of %g (relative to tolerance: %g)
0x101e8980	.rdata	Internal error: Too many points in hull (%u), max allowed %d
0x101ea1e0	.rdata	Forward: %.1f, LRatio: %.1f, RRatio: %.1f, Brake: %.1f
0x101ea217	.rdata	Gear: %d, Clutch: %.1f, EngineRPM: %.0f, V: %.1f km/h
0x101eaadc	.rdata	Error: %s
0x101ed890	.rdata	outEdges[i].mEndIdx == outEdges[(i + 1) % outEdges.size()].mStartIdx
0x104698dc	.reloc	%0X0_0f0
0x1046fcff	.reloc	0%0d0k0r0
0x1046ff43	.reloc	3%3c3j3q3
0x10476091	.reloc	4%4c4j4q4
0x10476add	.reloc	3%3a3h3o3
0x10477da1	.reloc	7%7A8H8O8P9W9^9
0x1047c89d	.reloc	1%141E1L1S1Z1a1p1
